#Parameters = {GP=60; Linear_Spiral_cst_torrus_N=10; Linear_Spiral_cst_torrus_h=10; Linear_Spiral_cst_torrus_orientation=0; Linear_Spiral_cst_torrus_phi=30; Linear_Spiral_cst_torrus_ra=5; Linear_Spiral_cst_torrus_ri=5; Nturns=2; blend_radius=2; mainCoil_H=20; mainCoil_L=29; mainCoil_WG=0.75; mainCoil_winding_gap=2.55; mountingOffset=6; mountingThicnkess=18.6; turnLength=98}
#"Frequency / GHz"	"Z1,1 (51) [Re]"	"Z1,1 (51) [Im]"
#---------------------------------------------------
0.0000000000000	0.024527022541328	0.026885845748915
0.00050000000000000	0.027488709069045	0.64435535980622
0.0010000000000000	0.030361400834582	1.2617738042972
0.0015000000000000	0.033149011236227	1.8791453868057
0.0020000000000000	0.035855283287638	2.4964743607228
0.0025000000000000	0.038483796490225	3.1137650186214
0.0030000000000000	0.041037973530926	3.7310216862262
0.0035000000000000	0.043521086795708	4.3482487169359
0.0040000000000000	0.045936264690506	4.9654504868524
0.0045000000000000	0.048286497764519	5.5826313902802
0.0050000000000000	0.050574644632038	6.1997958356566
0.0055000000000000	0.052803437691119	6.8169482418809
0.0060000000000000	0.054975488638722	7.4340930350081
0.0065000000000000	0.057093293783032	8.0512346452794
0.0070000000000000	0.059159239154991	8.6683775044614
0.0075000000000000	0.061175605421573	9.2855260434675
0.0080000000000000	0.063144572604363	9.9026846902398
0.0085000000000000	0.065068224607508	10.519857867868
0.0090000000000000	0.066948553559292	11.137049992927
0.0095000000000000	0.068787463972460	11.754265474012
0.010000000000000	0.070586776728279	12.371508710453
0.010500000000000	0.072348232889669	12.988784091203
0.010980000000000	0.074005161448093	13.581402761741
0.011000000000000	0.074073497348978	13.606095993869
0.011500000000000	0.075764162315913	14.223448783887
0.012000000000000	0.077421750651333	14.840846813814
0.012500000000000	0.079047719052387	15.458294422746
0.013000000000000	0.080643461094745	16.075795935830
0.013500000000000	0.082210310137331	16.693355663875
0.014000000000000	0.083749542095219	17.310977903044
0.014500000000000	0.085262378085651	17.928666934629
0.015000000000000	0.086749986952917	18.546427024887
0.015500000000000	0.088213487676823	19.164262424951
0.016000000000000	0.089653951669834	19.782177370785
0.016500000000000	0.091072404967697	20.400176083195
0.017000000000000	0.092469830318391	21.018262767892
0.017500000000000	0.093847169173479	21.636441615584
0.018000000000000	0.095205323586995	22.254716802113
0.018500000000000	0.096545158024805	22.873092488622
0.019000000000000	0.097867501090098	23.491572821749
0.019500000000000	0.099173147167443	24.110161933852
0.020000000000000	0.10046285798993	24.728863943250
0.020500000000000	0.10173736413311	25.347682954485
0.021000000000000	0.10299736643795	25.966623058609
0.021500000000000	0.10424353736839	26.585688333472
0.022000000000000	0.10547652230375	27.204882844037
0.022500000000000	0.10669694077134	27.824210642696
0.023000000000000	0.10790538762163	28.443675769601
0.023500000000000	0.10910243414675	29.063282252998
0.024000000000000	0.11028862914920	29.683034109574
0.024500000000000	0.11146449995757	30.302935344800
0.025000000000000	0.11263055339756	30.922989953287
0.025500000000000	0.11378727671596	31.543201919140
0.026000000000000	0.11493513846204	32.163575216313
0.026500000000000	0.11607458932783	32.784113808968
0.027000000000000	0.11720606295035	33.404821651833
0.027500000000000	0.11832997667441	34.025702690561
0.028000000000000	0.11944673228262	34.646760862087
0.028500000000000	0.12055671668985	35.268000094981
0.029000000000000	0.12166030260672	35.889424309806
0.029500000000000	0.12275784917149	36.511037419466
0.030000000000000	0.12384970255376	37.132843329557
0.030500000000000	0.12493619653092	37.754845938713
0.031000000000000	0.12601765303621	38.377049138947
0.031500000000000	0.12709438268432	38.999456815990
0.032000000000000	0.12816668527075	39.622072849632
0.032500000000000	0.12923485025062	40.244901114046
0.033000000000000	0.13029915719361	40.867945478120
0.033500000000000	0.13135987622022	41.491209805781
0.034000000000000	0.13241726841693	42.114697956313
0.034500000000000	0.13347158623305	42.738413784671
0.035000000000000	0.13452307386111	43.362361141795
0.035500000000000	0.13557196759740	43.986543874913
0.036000000000000	0.13661849618999	44.610965827846
0.036500000000000	0.13766288116736	45.235630841304
0.037000000000000	0.13870533715545	45.860542753179
0.037500000000000	0.13974607217966	46.485705398833
0.038000000000000	0.14078528795275	47.111122611385
0.038500000000000	0.14182318015180	47.736798221988
0.039000000000000	0.14285993868038	48.362736060109
0.039500000000000	0.14389574792253	48.988939953794
0.040000000000000	0.14493078698274	49.615413729941
0.040500000000000	0.14596522991725	50.242161214561
0.041000000000000	0.14699924595355	50.869186233037
0.041500000000000	0.14803299970387	51.496492610378
0.042000000000000	0.14906665136455	52.124084171472
0.042500000000000	0.15010035691073	52.751964741331
0.043000000000000	0.15113426828120	53.380138145337
0.043500000000000	0.15216853355496	54.008608209478
0.044000000000000	0.15320329712192	54.637378760588
0.044500000000000	0.15423869984359	55.266453626575
0.045000000000000	0.15527487921005	55.895836636654
0.045500000000000	0.15631196948689	56.525531621567
0.046000000000000	0.15735010186075	57.155542413813
0.046500000000000	0.15838940457351	57.785872847859
0.047000000000000	0.15943000305299	58.416526760358
0.047500000000000	0.16047202004076	59.047507990366
0.048000000000000	0.16151557570997	59.678820379543
0.048500000000000	0.16256078778163	60.310467772368
0.049000000000000	0.16360777163516	60.942454016337
0.049500000000000	0.16465664041349	61.574782962165
0.050000000000000	0.16570750512724	62.207458463986
0.050500000000000	0.16676047474766	62.840484379548
0.051000000000000	0.16781565630462	63.473864570404
0.051500000000000	0.16887315497222	64.107602902104
0.052000000000000	0.16993307415964	64.741703244383
0.052500000000000	0.17099551558964	65.376169471347
0.053000000000000	0.17206057937848	66.011005461657
0.053500000000000	0.17312836411361	66.646215098707
0.054000000000000	0.17419896692657	67.281802270807
0.054500000000000	0.17527248356140	67.917770871361
0.055000000000000	0.17634900844338	68.554124799034
0.055500000000000	0.17742863474508	69.190867957938
0.056000000000000	0.17851145444392	69.828004257792
0.056500000000000	0.17959755838864	70.465537614096
0.057000000000000	0.18068703635104	71.103471948302
0.057500000000000	0.18177997708398	71.741811187972
0.058000000000000	0.18287646837423	72.380559266952
0.058500000000000	0.18397659709297	73.019720125528
0.059000000000000	0.18508044924557	73.659297710590
0.059500000000000	0.18618811001750	74.299295975792
0.060000000000000	0.18729966382291	74.939718881713
0.060500000000000	0.18841519434397	75.580570396006
0.061000000000000	0.18953478457796	76.221854493566
0.061500000000000	0.19065851687214	76.863575156674
0.062000000000000	0.19178647296800	77.505736375157
0.062500000000000	0.19291873403725	78.148342146540
0.063000000000000	0.19405538071650	78.791396476193
0.063500000000000	0.19519649314296	79.434903377485
0.064000000000000	0.19634215099073	80.078866871934
0.064500000000000	0.19749243349757	80.723290989353
0.065000000000000	0.19864741950266	81.368179767998
0.065500000000000	0.19980718747315	82.013537254714
0.066000000000000	0.20097181553186	82.659367505084
0.066500000000000	0.20214138149142	83.305674583570
0.067000000000000	0.20331596287245	83.952462563658
0.067500000000000	0.20449563693906	84.599735528004
0.068000000000000	0.20568048071830	85.247497568575
0.068500000000000	0.20687057102414	85.895752786790
0.069000000000000	0.20806598448587	86.544505293663
0.069500000000000	0.20926679756718	87.193759209946
0.070000000000000	0.21047308658759	87.843518666265
0.070500000000000	0.21168492774817	88.493787803264
0.071000000000000	0.21290239714790	89.144570771742
0.071500000000000	0.21412557080408	89.795871732795
0.072000000000000	0.21535452467444	90.447694857949
0.072500000000000	0.21658933467214	91.100044329308
0.073000000000000	0.21783007668783	91.752924339681
0.073500000000000	0.21907682660331	92.406339092728
0.074000000000000	0.22032966031264	93.060292803094
0.074500000000000	0.22158865373661	93.714789696546
0.075000000000000	0.22285388283617	94.369834010110
0.075500000000000	0.22412542363154	95.025429992210
0.076000000000000	0.22540335221826	95.681581902804
0.076500000000000	0.22668774477775	96.338294013516
0.077000000000000	0.22797867759435	96.995570607780
0.077500000000000	0.22927622706780	97.653415980968
0.078000000000000	0.23058046972967	98.311834440536
0.078500000000000	0.23189148225269	98.970830306148
0.079000000000000	0.23320934146362	99.630407909825
0.079500000000000	0.23453412435995	100.29057159607
0.080000000000000	0.23586590811809	100.95132572201
0.080500000000000	0.23720477010446	101.61267465754
0.081000000000000	0.23855078789201	102.27462278544
0.081500000000000	0.23990403926537	102.93717450153
0.082000000000000	0.24126460223639	103.60033421478
0.082500000000000	0.24263255505023	104.26410634750
0.083000000000000	0.24400797620372	104.92849533541
0.083500000000000	0.24539094444611	105.59350562783
0.084000000000000	0.24678153879334	106.25914168779
0.084500000000000	0.24817983854256	106.92540799216
0.085000000000000	0.24958592327088	107.59230903184
0.085500000000000	0.25099987285580	108.25984931181
0.086000000000000	0.25242176747591	108.92803335136
0.086500000000000	0.25385168762435	109.59686568417
0.087000000000000	0.25528971412099	110.26635085846
0.087500000000000	0.25673592810930	110.93649343715
0.088000000000000	0.25819041107847	111.60729799797
0.088500000000000	0.25965324486489	112.27876913362
0.089000000000000	0.26112451165742	112.95091145191
0.089500000000000	0.26260429401235	113.62372957588
0.090000000000000	0.26409267485990	114.29722814398
0.090500000000000	0.26558973750701	114.97141181018
0.091000000000000	0.26709556565133	115.64628524410
0.091500000000000	0.26861024338374	116.32185313121
0.092000000000000	0.27013385520070	116.99812017290
0.092500000000000	0.27166648600769	117.67509108669
0.093000000000000	0.27320822112723	118.35277060631
0.093500000000000	0.27475914631091	119.03116348192
0.094000000000000	0.27631934773776	119.71027448019
0.094500000000000	0.27788891202910	120.39010838445
0.095000000000000	0.27946792625413	121.07066999490
0.095500000000000	0.28105647792906	121.75196412868
0.096000000000000	0.28265465504304	122.43399562007
0.096500000000000	0.28426254603812	123.11676932060
0.097000000000000	0.28588023983740	123.80029009922
0.097500000000000	0.28750782584534	124.48456284247
0.098000000000000	0.28914539395596	125.16959245458
0.098500000000000	0.29079303454895	125.85538385766
0.099000000000000	0.29245083851283	126.54194199184
0.099500000000000	0.29411889724066	127.22927181543
0.10000000000000	0.29579730263873	127.91737830504
0.10050000000000	0.29748614713312	128.60626645578
0.10100000000000	0.29918552367981	129.29594128139
0.10150000000000	0.30089552576673	129.98640781440
0.10200000000000	0.30261624742019	130.67767110628
0.10250000000000	0.30434778321402	131.36973622761
0.10300000000000	0.30609022827544	132.06260826822
0.10350000000000	0.30784367829084	132.75629233736
0.10400000000000	0.30960822950771	133.45079356387
0.10450000000000	0.31138397875079	134.14611709632
0.10500000000000	0.31317102342007	134.84226810318
0.10550000000000	0.31496946150401	135.53925177299
0.10600000000000	0.31677939157886	136.23707331450
0.10650000000000	0.31860091281788	136.93573795686
0.10700000000000	0.32043412499696	137.63525094977
0.10750000000000	0.32227912850751	138.33561756367
0.10800000000000	0.32413602435283	139.03684308985
0.10850000000000	0.32600491416281	139.73893284069
0.10900000000000	0.32788590019466	140.44189214978
0.10950000000000	0.32977908534173	141.14572637209
0.11000000000000	0.33168457313891	141.85044088419
0.11050000000000	0.33360246777436	142.55604108436
0.11100000000000	0.33553287408390	143.26253239279
0.11150000000000	0.33747589757487	143.96992025176
0.11200000000000	0.33943164441728	144.67821012583
0.11250000000000	0.34140022145709	145.38740750196
0.11300000000000	0.34338173622048	146.09751788975
0.11350000000000	0.34537629692959	146.80854682157
0.11400000000000	0.34738401248996	147.52049985279
0.11450000000000	0.34940499252364	148.23338256191
0.11500000000000	0.35143934734340	148.94720055078
0.11550000000000	0.35348718799344	149.66195944475
0.11600000000000	0.35554862623355	150.37766489289
0.11650000000000	0.35762377455166	151.09432256815
0.11700000000000	0.35971274617508	151.81193816756
0.11750000000000	0.36181565506736	152.53051741240
0.11800000000000	0.36393261595300	153.25006604843
0.11850000000000	0.36606374430218	153.97058984603
0.11900000000000	0.36820915636165	154.69209460042
0.11950000000000	0.37036896913571	155.41458613186
0.12000000000000	0.37254330041665	156.13807028583
0.12050000000000	0.37473226877337	156.86255293321
0.12100000000000	0.37693599358640	157.58803997054
0.12150000000000	0.37915459501087	158.31453732013
0.12200000000000	0.38138819403379	159.04205093035
0.12250000000000	0.38363691243868	159.77058677575
0.12300000000000	0.38590087284420	160.50015085733
0.12350000000000	0.38818019869411	161.23074920269
0.12400000000000	0.39047501426780	161.96238786630
0.12450000000000	0.39278544469880	162.69507292963
0.12500000000000	0.39511161596445	163.42881050141
0.12550000000000	0.39745365490980	164.16360671786
0.12600000000000	0.39981168924561	164.89946774281
0.12650000000000	0.40218584756067	165.63639976804
0.12700000000000	0.40457625932871	166.37440901339
0.12750000000000	0.40698305492276	167.11350172701
0.12800000000000	0.40940636560532	167.85368418563
0.12850000000000	0.41184632355202	168.59496269468
0.12900000000000	0.41430306186863	169.33734358860
0.12950000000000	0.41677671457280	170.08083323103
0.13000000000000	0.41926741662323	170.82543801502
0.13050000000000	0.42177530391995	171.57116436327
0.13100000000000	0.42430051331567	172.31801872838
0.13150000000000	0.42684318262303	173.06600759303
0.13200000000000	0.42940345063139	173.81513747027
0.13250000000000	0.43198145709736	174.56541490371
0.13300000000000	0.43457734277093	175.31684646777
0.13350000000000	0.43719124939658	176.06943876791
0.13400000000000	0.43982331971595	176.82319844090
0.13450000000000	0.44247369751483	177.57813215502
0.13500000000000	0.44514252756594	178.33424661032
0.13550000000000	0.44782995569836	179.09154853887
0.13600000000000	0.45053612876848	179.85004470499
0.13650000000000	0.45326119470453	180.60974190553
0.13700000000000	0.45600530248151	181.37064697008
0.13750000000000	0.45876860215004	182.13276676124
0.13800000000000	0.46155124484484	182.89610817491
0.13850000000000	0.46435338279069	183.66067814047
0.13900000000000	0.46717516931005	184.42648362110
0.13950000000000	0.47001675884421	185.19353161402
0.14000000000000	0.47287830695090	185.96182915077
0.14050000000000	0.47575997032373	186.73138329743
0.14100000000000	0.47866190679034	187.50220115493
0.14150000000000	0.48158427534937	188.27428985931
0.14200000000000	0.48452723614971	189.04765658197
0.14250000000000	0.48749095051307	189.82230852997
0.14300000000000	0.49047558096033	190.59825294629
0.14350000000000	0.49348129119975	191.37549711012
0.14400000000000	0.49650824614046	192.15404833712
0.14450000000000	0.49955661192920	192.93391397972
0.14500000000000	0.50262655592433	193.71510142739
0.14550000000000	0.50571824674241	194.49761810695
0.14600000000000	0.50883185423803	195.28147148282
0.14650000000000	0.51196754954120	196.06666905737
0.14700000000000	0.51512550505718	196.85321837116
0.14750000000000	0.51830589447435	197.64112700325
0.14800000000000	0.52150889278987	198.43040257152
0.14850000000000	0.52473467631897	199.22105273294
0.14900000000000	0.52798342267621	200.01308518392
0.14950000000000	0.53125531084376	200.80650766056
0.15000000000000	0.53455052114243	201.60132793900
0.15050000000000	0.53786923525014	202.39755383570
0.15100000000000	0.54121163623201	203.19519320780
0.15150000000000	0.54457790853891	203.99425395339
0.15200000000000	0.54796823801725	204.79474401186
0.15250000000000	0.55138281194021	205.59667136419
0.15300000000000	0.55482181899335	206.40004403332
0.15350000000000	0.55828544932897	207.20487008444
0.15400000000000	0.56177389452517	208.01115762535
0.15450000000000	0.56528734765996	208.81891480675
0.15500000000000	0.56882600327529	209.62814982264
0.15550000000000	0.57239005741678	210.43887091058
0.15600000000000	0.57597970765211	211.25108635213
0.15650000000000	0.57959515305442	212.06480447308
0.15700000000000	0.58323659425984	212.88003364391
0.15750000000000	0.58690423344616	213.69678228005
0.15800000000000	0.59059827437409	214.51505884231
0.15850000000000	0.59431892238153	215.33487183718
0.15900000000000	0.59806638441394	216.15622981720
0.15950000000000	0.60184086902251	216.97914138136
0.16000000000000	0.60564258640484	217.80361517542
0.16050000000000	0.60947174840038	218.62965989232
0.16100000000000	0.61332856852129	219.45728427252
0.16150000000000	0.61721326194252	220.28649710439
0.16200000000000	0.62112604554432	221.11730722460
0.16250000000000	0.62506713793600	221.94972351848
0.16300000000000	0.62903675942730	222.78375492044
0.16350000000000	0.63303513209718	223.61941041431
0.16400000000000	0.63706247977814	224.45669903378
0.16450000000000	0.64111902808122	225.29562986279
0.16500000000000	0.64520500443279	226.13621203589
0.16550000000000	0.64932063805523	226.97845473871
0.16600000000000	0.65346616000975	227.82236720830
0.16650000000000	0.65764180321466	228.66795873358
0.16700000000000	0.66184780245553	229.51523865577
0.16750000000000	0.66608439441050	230.36421636875
0.16800000000000	0.67035181764120	231.21490131954
0.16850000000000	0.67465031267611	232.06730300871
0.16900000000000	0.67898012196252	232.92143099078
0.16950000000000	0.68334148989259	233.77729487471
0.17000000000000	0.68773466289835	234.63490432429
0.17050000000000	0.69215988935465	235.49426905858
0.17100000000000	0.69661741969567	236.35539885243
0.17150000000000	0.70110750638441	237.21830353681
0.17200000000000	0.70563040395742	238.08299299937
0.17250000000000	0.71018636902193	238.94947718484
0.17300000000000	0.71477566030840	239.81776609553
0.17350000000000	0.71939853865277	240.68786979176
0.17400000000000	0.72405526704422	241.55979839234
0.17450000000000	0.72874611065703	242.43356207509
0.17500000000000	0.73347133683292	243.30917107723
0.17550000000000	0.73823121513735	244.18663569597
0.17600000000000	0.74302601737335	245.06596628892
0.17650000000000	0.74785601759812	245.94717327461
0.17700000000000	0.75272149214914	246.83026713300
0.17750000000000	0.75762271965668	247.71525840597
0.17800000000000	0.76255998110364	248.60215769782
0.17850000000000	0.76753355979384	249.49097567579
0.17900000000000	0.77254374142920	250.38172307060
0.17950000000000	0.77759081408427	251.27441067693
0.18000000000000	0.78267506829186	252.16904935397
0.18050000000000	0.78779679699993	253.06565002595
0.18100000000000	0.79295629564432	253.96422368269
0.18150000000000	0.79815386214450	254.86478138011
0.18200000000000	0.80338979697496	255.76733424080
0.18250000000000	0.80866440312216	256.67189345457
0.18300000000000	0.81397798616815	257.57847027901
0.18350000000000	0.81933085429577	258.48707604004
0.18400000000000	0.82472331830890	259.39772213250
0.18450000000000	0.83015569168708	260.31042002069
0.18500000000000	0.83562829056666	261.22518123899
0.18550000000000	0.84114143380498	262.14201739241
0.18600000000000	0.84669544301264	263.06094015721
0.18650000000000	0.85229064254865	263.98196128148
0.18700000000000	0.85792735958156	264.90509258573
0.18750000000000	0.86360592409857	265.83034596353
0.18800000000000	0.86932666893885	266.75773338210
0.18850000000000	0.87508992985252	267.68726688293
0.18900000000000	0.88089604545832	268.61895858243
0.18950000000000	0.88674535736925	269.55282067253
0.19000000000000	0.89263821014130	270.48886542132
0.19050000000000	0.89857495134724	271.42710517374
0.19100000000000	0.90455593160886	272.36755235218
0.19150000000000	0.91058150461877	273.31021945715
0.19200000000000	0.91665202715538	274.25511906796
0.19250000000000	0.92276785915823	275.20226384337
0.19300000000000	0.92892936372248	276.15166652229
0.19350000000000	0.93513690714103	277.10333992445
0.19400000000000	0.94139085897072	278.05729695107
0.19450000000000	0.94769159201148	279.01355058560
0.19500000000000	0.95403948238137	279.97211389439
0.19550000000000	0.96043490954765	280.93300002742
0.19600000000000	0.96687825636018	281.89622221903
0.19650000000000	0.97336990905637	282.86179378859
0.19700000000000	0.97991025735692	283.82972814131
0.19750000000000	0.98649969444526	284.80003876891
0.19800000000000	0.99313861703811	285.77273925043
